ID	Language_ID	Parameter_ID	Form	Segments	BorrowedScore	Essential	Borrowability
40-1-84-1	40	1-840	itoj mukw	i t o x # m u kʷ	0.0	True	0.147058823529
40-1-841-1	40	1-841	fwiyhul	fʷ i j h u l	0.0	False	0.247933884298
40-1-851-1	40	1-851	hip’u	h i p ʔ u	0.0	False	0.0997854077253
40-1-852-1	40	1-852	lak’e	l a k ʔ e	0.0	True	0.0493827160494
40-1-86-1	40	1-860	wen	w e n	0.0	False	0.0621761658031
40-1-861-1	40	1-861	y’umet	y ʔ u m e t	0.5	False	0.147585345545
40-1-87-1	40	1-870	fwufwulu	fʷ u fʷ u l u	1.0	False	0.6689453125
40-1-88-1	40	1-880	tolhetes	t o lˠ e t e s	0.0	False	0.0491028128031
40-1-89-1	40	1-890	fwiyhul	fʷ i j h u l	0.0	False	0.258823529412
40-2-21-1	40	2-210	hin’u	h i n ʔ u	0.0	True	0.0962877030162
40-2-22-1	40	2-220	atsinha	a ts i n̥ a	0.0	True	0.157498824636
40-2-23-1	40	2-230	hin’u	h i n ʔ u	0.0	False	0.189476168004
40-2-24-1	40	2-240	atsinha	a ts i n̥ a	0.0	False	0.157597876576
40-2-25-1	40	2-250	ha’no’fwaj	h a ʔ n o ʔ fʷ a x	0.0	False	0.169642857143
40-2-251-1	40	2-251	mamse	m a m s e	0.0	False	0.243203883495
40-2-26-1	40	2-260	lhetsha	lˠ e tsʰ a	0.0	False	0.142448512586
40-2-261-1	40	2-261	lhetsha	lˠ e tsʰ a	0.0	False	0.17094017094
40-2-27-1	40	2-270	ha’no’fwaj	h a ʔ n o ʔ fʷ a x	0.0	False	0.154699738903
40-2-28-1	40	2-280	ha’no’fwaj	h a ʔ n o ʔ fʷ a x	0.0	False	0.221811460259
40-2-31-1	40	2-310	toch’efwa hin’u	t o tʃ ʔ e fʷ a # h i n ʔ u	0.0	False	0.199845480299
40-2-32-1	40	2-320	toch’efwa atsinha	t o tʃ ʔ e fʷ a # a ts i n̥ a	0.0	False	0.183438155136
40-2-33-1	40	2-330	tawhayey	t a w̥ a j e j	0.0	False	0.139645776567
40-2-34-1	40	2-340	tawhayey	t a w̥ a j e j	0.0	False	0.252808988764
40-2-35-1	40	2-350	tofwcha	t o fʷ tʃ a	0.0	False	0.251601774273
40-2-36-1	40	2-360	toku	t o k u	0.0	False	0.194662480377
40-2-37-1	40	2-370	tolhukwey	t o lˠ u kʷ e j	0.0	False	0.117283950617
40-2-38-1	40	2-380	hin’u lach’efwa ihi	h i n ʔ u # l a tʃ ʔ e fʷ a # i h i	0.0	False	0.0467128027682
40-2-39-1	40	2-390	atsinha lach’efwa ihi	a ts i n̥ a # l a tʃ ʔ e fʷ a # i h i	0.0	False	0.0100536193029
40-2-41-1	40	2-410	tolhos	t o lˠ o s	0.0	False	0.111888111888
40-2-42-1	40	2-420	tolhose	t o lˠ o s e	0.0	False	0.117391304348
40-2-444-1	40	2-444	tochila	t o tʃ i l a	0.0	False	0.0628418214226
40-2-445-1	40	2-445	toch’inij	t o tʃ ʔ i n i x	0.0	False	0.0308275018683
40-2-454-1	40	2-454	tochita	t o tʃ i t a	0.0	False	0.05502417729
40-2-455-1	40	2-455	toch’inho	t o tʃ ʔ i n̥ o	0.0	False	0.0111165383773
40-2-458-1	40	2-458	tokwhi	t o kʷ + h i	0.0	False	0.230079681275
40-2-458-2	40	2-458	meyisu	m e j i s u	1.0	False	0.230079681275
40-2-46-1	40	2-460	tochoti	t o tʃ o t i	0.0	False	0.266843971631
40-2-461-1	40	2-461	hin’u wemek	h i n ʔ u # w e m e k	0.0	False	0.229511970534
40-2-47-1	40	2-470	tokatela	t o k a t e l a	0.0	False	0.271452145215
40-2-471-1	40	2-471	atsinha wemek	a ts i n̥ a # w e m e k	0.0	False	0.187074829932
40-2-48-1	40	2-480	tocheyos	t o tʃ e j o s	0.0	False	0.0951248513674
40-2-49-1	40	2-490	tocheyo	t o tʃ e j o	0.0	False	0.10456796918
40-2-51-1	40	2-510	towithuk	t o w i tʰ u k	0.0	False	0.303871335041
40-2-511-1	40	2-511	towithuk	t o w i tʰ u k	0.0	False	0.21123767426
40-2-512-1	40	2-512	towithuk	t o w i tʰ u k	0.0	False	0.215423606083
40-2-52-1	40	2-520	towit’uj	t o w i t ʔ u x	0.0	False	0.237457073457
40-2-521-1	40	2-521	towit’uj	t o w i t ʔ u x	0.0	False	0.21676300578
40-2-522-1	40	2-522	towit’uj	t o w i t ʔ u x	0.0	False	0.277013076394
40-2-53-1	40	2-530	towal’a	t o w a l ʔ a	0.0	False	0.189051918736
40-2-54-1	40	2-540	towal’ani	t o w a l ʔ a n i	0.0	False	0.145631067961
40-2-56-1	40	2-560	pajchehen	p a x tʃ e h e n	0.0	False	0.278481012658
40-2-57-1	40	2-570	lapes lheley	l a p e s # lˠ e l e j	0.0	False	0.345454545455
40-2-61-1	40	2-610	tochoti	t o tʃ o t i	0.0	False	0.125486381323
40-2-611-1	40	2-611	tochoti	t o tʃ o t i	0.0	False	0.169769409774
40-2-62-1	40	2-620	tokatela	t o k a t e l a	0.0	False	0.121737746658
40-2-621-1	40	2-621	tokatela	t o k a t e l a	0.0	False	0.188972513089
40-2-63-1	40	2-630	tofwayenek	t o fʷ a j e n e k	0.0	False	0.204086718166
40-2-631-1	40	2-631	tofwayenek	t o fʷ a j e n e k	0.0	False	0.218113834649
40-2-64-1	40	2-640	totiche	t o t i tʃ e	0.0	False	0.0939818631492
40-2-641-1	40	2-641	totiche	t o t i tʃ e	0.0	False	0.116810877627
40-2-75-1	40	2-750	wajtsi	w a x ts i	1.0	False	0.225941422594
40-2-75-2	40	2-750	chipena	tʃ i p e n a	0.0	False	0.225941422594
40-2-76-1	40	2-760	tesa	t e s a	0.0	False	0.26875
40-2-77-1	40	2-770	tesa	t e s a	0.0	False	0.208955223881
40-2-81-1	40	2-810	n’w’et lhele	n ˀw ʔ e t # lˠ e l e	0.0	False	0.398592283629
40-2-82-1	40	2-820	n’w’et lhele	n ˀw ʔ e t # lˠ e l e	0.0	False	0.419715447154
40-2-91-1	40	2-910	n’lham	n ʔ lˠ a m	0.0	True	0.0296610169492
40-2-92-1	40	2-920	am	a m	0.0	True	0.0416666666667
40-2-93-1	40	2-930	lham	lˠ a m	0.0	True	0.0
40-2-941-1	40	2-941	namilh	n a m i l̥	0.0	False	0.0
40-2-941-2	40	2-941	n’lhamilh	n ʔ lˠ a m i l̥	0.0	False	0.0
40-2-942-1	40	2-942	tolhamilh	t o lˠ a m i l̥	0.0	False	0.0
40-2-95-1	40	2-950	amilh	a m i l̥	0.0	False	0.0380952380952
40-2-96-1	40	2-960	lhamilh	lˠ a m i l̥	0.0	False	0.0741525423729
40-3-11-1	40	3-110	tshowet	tsʰ o w e t	0.0	False	0.456140350877
40-3-12-1	40	3-120	asnak	a s n a k	0.0	False	0.168918918919
40-3-13-1	40	3-130	atsinha	a ts i n̥ a	0.0	False	0.117414248021
40-3-16-1	40	3-160	toloy lhokw’et	t o l o j # lˠ o kʷ ʔ e t	0.0	False	0.358333333333
40-3-18-1	40	3-180	tshotoywu	tsʰ o t o j w u	0.0	False	0.205128205128
40-3-19-1	40	3-190	tshotoyw’et	tsʰ o t o j w ʔ e t	0.0	False	0.252717391304
40-3-21-1	40	3-210	tulu asnak	t u l u # a s n a k	1.0	False	0.308917197452
40-3-22-1	40	3-220	weyis	w e j i s	1.0	False	0.488095238095
40-3-23-1	40	3-230	tulu atsinha	t u l u # a ts i n̥ a	1.0	False	0.300230946882
40-3-24-1	40	3-240	teinelu	t e i n e l u	1.0	False	0.209708737864
40-3-24-2	40	3-240	tulu lhos	t u l u # lˠ o s	0.0	False	0.209708737864
40-3-25-1	40	3-250	tsun’ataj	ts u n ʔ a t a x	0.0	False	0.425897824987
40-3-26-1	40	3-260	ch’inak	tʃ ʔ i n a k	0.0	False	0.19133192389
40-3-28-1	40	3-280	tsun’ataj atsinha	ts u n ʔ a t a x # a ts i n̥ a	0.0	False	0.0915915915916
40-3-29-1	40	3-290	tsun’ataj lhos	ts u n ʔ a t a x # lˠ o s	0.0	False	0.204545454545
40-3-32-1	40	3-320	awetsaj	a w e ts a x	0.0	False	0.227678571429
40-3-34-1	40	3-340	nitsetaj atsinha	n i ts e t a x # a ts i n̥ a	0.0	False	0.138157894737
40-3-34-2	40	3-340	kutsi atsinha	k u ts i # a ts i n̥ a	1.0	False	0.138157894737
40-3-35-1	40	3-350	kutsi	k u ts i	1.0	False	0.303135888502
40-3-35-2	40	3-350	nitsetaj asnak	n i ts e t a x # a s n a k	0.0	False	0.303135888502
40-3-36-1	40	3-360	kaila	k a i l a	1.0	False	0.367430795848
40-3-37-1	40	3-370	kaila asnak	k a i l a # a s n a k	1.0	False	0.284682080925
40-3-38-1	40	3-380	kaila lhos	k a i l a # lˠ o s	1.0	False	0.124365482234
40-3-41-1	40	3-410	yel’ataj	y e l ʔ a t a x	0.0	False	0.573705179283
40-3-42-1	40	3-420	yel’ataj asnak	y e l ʔ a t a x # a s n a k	0.0	False	0.313106796117
40-3-44-1	40	3-440	yel’ataj atsinha	y e l ʔ a t a x # a ts i n̥ a	0.0	False	0.266497461929
40-3-45-1	40	3-450	yel’ataj lhos	y e l ʔ a t a x # lˠ o s	0.0	False	0.210526315789
40-3-46-1	40	3-460	asnu	a s n u	1.0	False	0.626582278481
40-3-47-1	40	3-470	mula	m u l a	1.0	False	0.6875
40-3-52-1	40	3-520	hu’u	h u ʔ u	0.0	False	0.298901098901
40-3-54-1	40	3-540	hu’u	h u ʔ u	0.0	False	0.128361858191
40-3-55-1	40	3-550	hu’u	h u ʔ u	0.0	False	0.372122762148
40-3-56-1	40	3-560	tsehistaj	ts e h i s t a x	0.0	False	0.472602739726
40-3-57-1	40	3-570	fwu’yaj	fʷ u ʔ j a x	0.0	False	0.461538461538
40-3-58-1	40	3-580	lhep	lˠ e p	0.0	False	0.125
40-3-581-1	40	3-581	afwenche	a fʷ e n tʃ e	0.0	True	0.158181818182
40-3-583-1	40	3-583	mup’i	m u p ʔ i	0.0	False	0.203947368421
40-3-583-2	40	3-583	kalaktaj	k a l a k t a x	0.0	False	0.203947368421
40-3-584-1	40	3-584	istiwin	i s t i w i n	0.0	False	0.247126436782
40-3-585-1	40	3-585	alhech’alu	a lˠ e tʃ ʔ a l u	0.0	False	0.159793814433
40-3-591-1	40	3-591	ases	a s e s	0.0	False	0.222826086957
40-3-592-1	40	3-592	ele	e l e	0.5	False	0.5
40-3-593-1	40	3-593	tsetwu	ts e t w u	0.0	False	0.141025641026
40-3-594-1	40	3-594	hukwinataj	h u kʷ i n a t a x	0.0	False	0.262820512821
40-3-596-1	40	3-596	sinalhchu’	s i n a lˠ tʃ u ʔ	0.0	False	0.15350877193
40-3-596-2	40	3-596	wuk’u	w u k ʔ u	0.75	False	0.15350877193
40-3-596-3	40	3-596	chilechakw	tʃ i l e tʃ a kʷ	0.0	False	0.15350877193
40-3-596-4	40	3-596	amyolo	a m j o l o	0.0	False	0.15350877193
40-3-61-1	40	3-610	asinoj	a s i n o x	0.0	True	0.161616161616
40-3-614-1	40	3-614	note	n o t e	0.0	False	0.44262295082
40-3-62-1	40	3-620	mitsi	m i ts i	1.0	False	0.344186046512
40-3-622-1	40	3-622	lap’i	l a p ʔ i	0.0	False	0.476744186047
40-3-63-1	40	3-630	tsojtsoj	ts o x ts o x	0.0	False	0.177165354331
40-3-63-2	40	3-630	ama	a m a	0.0	False	0.177165354331
40-3-65-1	40	3-650	w’ahat	w ʔ a h a t	0.0	True	0.145161290323
40-3-652-1	40	3-652	lhefw	lˠ e fʷ	0.0	False	0.0678391959799
40-3-653-1	40	3-653	lafwinchu’	l a fʷ i n tʃ u ʔ	0.0	False	0.208333333333
40-3-654-1	40	3-654	lak’aysi	l a k ʔ a j s i	0.0	False	0.194915254237
40-3-655-1	40	3-655	lanek	l a n e k	0.5	False	0.209375
40-3-664-1	40	3-664	pujlhin	p u x lˠ i n	0.0	False	0.238636363636
40-3-665-1	40	3-665	iyha	i j h a	0.0	False	0.171875
40-3-71-1	40	3-710	mawutaj	m a w u t a x	0.0	False	0.270833333333
40-3-72-1	40	3-720	p’uwalhaj	p ʔ u w a lˠ a x	0.0	False	0.656626506024
40-3-73-1	40	3-730	selaj	s e l a x	0.0	False	0.354838709677
40-3-74-1	40	3-740	mawu	m a w u	0.0	False	0.173611111111
40-3-75-1	40	3-750	ch’iwase	tʃ ʔ i w a s e	0.0	False	0.146706586826
40-3-76-1	40	3-760	hoton’i	h o t o n ʔ i	0.0	False	0.333333333333
40-3-77-1	40	3-770	wetaj	w e t a x	0.0	False	0.641176470588
40-3-81-1	40	3-810	makwu	m a kʷ u	0.0	False	0.443946188341
40-3-811-1	40	3-811	lha’	lˠ a ʔ	0.0	True	0.0493421052632
40-3-812-1	40	3-812	lha’ lhech’elh	lˠ a ʔ # lˠ e tʃ ʔ e l̥	0.0	False	0.0479452054795
40-3-813-1	40	3-813	mawuwu	m a w u w u	0.0	False	0.0705882352941
40-3-814-1	40	3-814	alheposet	a lˠ e p o s e t	0.0	False	0.141025641026
40-3-815-1	40	3-815	chostilhoj	tʃ o s t i lˠ o x	0.0	False	0.324324324324
40-3-816-1	40	3-816	nafwuluj	n a fʷ u l u x	0.0	False	0.363095238095
40-3-817-1	40	3-817	siwanhas	s i w a n̥ a s	0.0	True	0.12
40-3-818-1	40	3-818	chuhut	tʃ u h u t	0.0	False	0.252747252747
40-3-819-1	40	3-819	chuhut kaniyhoy	tʃ u h u t # k a n i j h o j	0.0	False	0.0833333333333
40-3-82-1	40	3-820	nakwutaj	n a kʷ u t a x	0.0	False	0.139830508475
40-3-82-2	40	3-820	pini	p i n i	0.0	False	0.139830508475
40-3-82-3	40	3-820	kolonp’un	k o l o n p ʔ u n	0.0	False	0.139830508475
40-3-82-4	40	3-820	nakwu	n a kʷ u	0.0	False	0.139830508475
40-3-82-5	40	3-820	simhat	s i m̥ a t	0.0	False	0.139830508475
40-3-82-6	40	3-820	supfwetaj	s u p fʷ e t a x	0.0	False	0.139830508475
40-3-82-7	40	3-820	akoyek	a k o j e k	0.0	False	0.139830508475
40-3-82-8	40	3-820	pemtsaj	p e m ts a x	0.0	False	0.139830508475
40-3-82-9	40	3-820	neslo	n e s l o	0.0	False	0.139830508475
40-3-82-10	40	3-820	wun’a	w u n ʔ a	0.0	False	0.139830508475
40-3-82-11	40	3-820	nuwalhek	n u w a lˠ e k	0.0	False	0.139830508475
40-3-82-12	40	3-820	tiklha	t i k lˠ a	0.0	False	0.139830508475
40-3-82-13	40	3-820	matsitaj	m a ts i t a x	0.0	False	0.139830508475
40-3-821-1	40	3-821	akoyek lhes	a k o j e k # lˠ e s	0.0	False	0.100746268657
40-3-822-1	40	3-822	hap’uk	h a p ʔ u k	0.0	False	0.133757961783
40-3-823-1	40	3-823	makwu	m a kʷ u	0.0	False	0.15969581749
40-3-83-1	40	3-830	atak	a t a k	0.0	False	0.0519230769231
40-3-831-1	40	3-831	fwinatak	fʷ i n a t a k	0.0	False	0.0833333333333
40-3-832-1	40	3-832	yaphin’a	y a pʰ i n ʔ a	0.0	False	0.215909090909
40-3-84-1	40	3-840	iwus	i w u s	0.0	False	0.124309392265
40-3-84-2	40	3-840	fwinayhay	fʷ i n a j h a j	0.0	False	0.124309392265
40-3-85-1	40	3-850	afwotsaj	a fʷ o ts a x	0.0	False	0.154228855721
40-3-91-1	40	3-910	fwitonaj	fʷ i t o n a x	0.0	False	0.0972222222222
40-3-92-1	40	3-920	chukuk	tʃ u k u k	0.0	False	0.140449438202
40-3-93-1	40	3-930	chulh	tʃ u l̥	0.0	False	0.105555555556
40-3-94-1	40	3-940	nahokwe’	n a h o kʷ e ʔ	0.0	False	0.209044368601
40-3-94-2	40	3-940	lhelh	lˠ e l̥	0.0	False	0.209044368601
40-3-95-1	40	3-950	poy’i	p o j ʔ i	0.0	False	0.224598930481
40-3-96-1	40	3-960	chal’a	tʃ a l ʔ a	0.0	False	0.232673267327
40-3-97-1	40	3-970	alhetaj	a lˠ e t a x	0.0	False	0.533333333333
40-3-98-1	40	3-980	chitan’i	tʃ i t a n ʔ i	0.0	False	0.244791666667
40-4-11-1	40	4-110	tosan	t o s a n	0.0	False	0.187835420394
40-4-12-1	40	4-120	tot’oj	t o t ʔ o x	0.0	True	0.110978520286
40-4-13-1	40	4-130	t’isan	t ʔ i s a n	0.0	False	0.14553314121
40-4-14-1	40	4-140	tow’uley	t o w ʔ u l e j	0.0	False	0.056421830119
40-4-142-1	40	4-142	toposey	t o p o s e j	0.0	False	0.168539325843
40-4-144-1	40	4-144	topesey	t o p e s e j	0.0	False	0.123790552077
40-4-145-1	40	4-145	tolhu w’uley	t o lˠ u # w ʔ u l e j	0.0	False	0.173594709495
40-4-145-2	40	4-145	tose w’uley	t o s e # w ʔ u l e j	0.0	False	0.173594709495
40-4-146-1	40	4-146	tolhetekmukw	t o lˠ e t e k m u kʷ	0.0	False	0.2625
40-4-15-1	40	4-150	w’uyis	w ʔ u j i s	0.0	True	0.0957446808511
40-4-151-1	40	4-151	tow’uyis n’oyij	t o w ʔ u j i s # n ʔ o j i x	0.0	False	0.262697022767
40-4-16-1	40	4-160	lhile	lˠ i l e	0.0	True	0.0823529411765
40-4-162-1	40	4-162	sijlhile	s i x lˠ i l e	0.0	False	0.112359550562
40-4-17-1	40	4-170	toch’e	t o tʃ ʔ e	0.0	True	0.159782608696
40-4-18-1	40	4-180	tochos	t o tʃ o s	0.0	True	0.117021276596
40-4-19-1	40	4-190	towhu	t o w̥ u	0.0	True	0.0819209039548
40-4-191-1	40	4-191	towhu lhile	t o w̥ u # lˠ i l e	0.0	False	0.135057471264
40-4-2-1	40	4-200	tolhetek	t o lˠ e t e k	0.0	True	0.203531598513
40-4-202-1	40	4-202	tolhetek lhile	t o lˠ e t e k # lˠ i l e	0.0	False	0.179347826087
40-4-203-1	40	4-203	tokanhe	t o k a n̥ e	0.0	False	0.132432432432
40-4-204-1	40	4-204	tottey	t o t t e j	0.0	False	0.268847795164
40-4-205-1	40	4-205	totilho’	t o t i lˠ o ʔ	0.0	False	0.0657370517928
40-4-207-1	40	4-207	toch’ay lhile	t o tʃ ʔ a j # lˠ i l e	0.0	False	0.13125
40-4-208-1	40	4-208	toch’alu	t o tʃ ʔ a l u	0.0	False	0.0714285714286
40-4-209-1	40	4-209	tokulun	t o k u l u n	0.0	False	0.0602409638554
40-4-21-1	40	4-210	tottelhu	t o t t e lˠ u	0.0	True	0.096018735363
40-4-212-1	40	4-212	tochusey	t o tʃ u s e j	0.0	False	0.146484375
40-4-213-1	40	4-213	tottelhu t’oj	t o t t e lˠ u # t ʔ o x	0.0	False	0.0435684647303
40-4-214-1	40	4-214	tottefwis	t o t t e fʷ i s	0.0	False	0.0739910313901
40-4-215-1	40	4-215	tatets’im	t a t e ts ʔ i m	0.0	False	0.13829787234
40-4-22-1	40	4-220	toch’ute’	t o tʃ ʔ u t e ʔ	0.0	True	0.10393258427
40-4-221-1	40	4-221	toch’ute’san	t o tʃ ʔ u t e ʔ a n	0.0	False	0.0869565217391
40-4-222-1	40	4-222	toch’ute’ lhits’i	t o tʃ ʔ u t e ʔ # lˠ i ts ʔ i	0.0	False	0.0779220779221
40-4-23-1	40	4-230	tonhes	t o n̥ e s	0.0	True	0.0267857142857
40-4-231-1	40	4-231	tonhespe’	t o n̥ e s p e ʔ	0.0	False	0.0714285714286
40-4-232-1	40	4-232	chelhtaj	tʃ e lˠ t a x	0.0	False	0.0689655172414
40-4-24-1	40	4-240	tok’aj	t o k ʔ a x	0.0	True	0.07962529274
40-4-241-1	40	4-241	toposet	t o p o s e t	0.0	False	0.260180995475
40-4-25-1	40	4-250	toposet	t o p o s e t	0.0	False	0.0821052631579
40-4-26-1	40	4-260	tok’ajlhech’e	t o k ʔ a x lˠ e tʃ ʔ e	0.0	True	0.0663716814159
40-4-27-1	40	4-270	totsute	t o ts u t e	0.0	True	0.117537313433
40-4-271-1	40	4-271	totsute lhiley	t o ts u t e # lˠ i l e j	0.0	False	0.136255924171
40-4-272-1	40	4-272	toch’alunchey	t o tʃ ʔ a l u n tʃ e j	0.0	False	0.0949367088608
40-4-28-1	40	4-280	tow’u	t o w ʔ u	0.0	True	0.105
40-4-281-1	40	4-281	tow’utes	t o w ʔ u t e s	0.0	False	0.166666666667
40-4-29-1	40	4-290	toponhi	t o p o n̥ i	0.0	False	0.12969924812
40-4-3-1	40	4-300	tofwapu	t o fʷ a p u	0.0	False	0.133858267717
40-4-301-1	40	4-301	tofwapu lhile	t o fʷ a p u # lˠ i l e	0.0	False	0.233870967742
40-4-302-1	40	4-302	towhulh	t o w̥ u l̥	0.0	False	0.1625
40-4-31-1	40	4-310	totkwey	t o t kʷ e j	0.0	False	0.0932835820896
40-4-312-1	40	4-312	towilisch’u	t o w i l i s tʃ ʔ u	0.0	False	0.146739130435
40-4-32-1	40	4-320	tokatu	t o k a t u	0.0	False	0.0852272727273
40-4-321-1	40	4-321	totkwew’u	t o t kʷ e w ʔ u	0.0	False	0.132653061224
40-4-33-1	40	4-330	totkwe	t o t kʷ e	0.0	True	0.150735294118
40-4-331-1	40	4-331	totkwech’u	t o t kʷ e tʃ ʔ u	0.0	False	0.10989010989
40-4-34-1	40	4-340	tofwefw	t o fʷ e fʷ	0.0	False	0.0506912442396
40-4-342-1	40	4-342	tofwefw lhukwe	t o fʷ e fʷ # lˠ u kʷ e	0.0	False	0.0795454545455
40-4-344-1	40	4-344	tofwefwt’oj	t o fʷ e fʷ t ʔ o x	0.0	False	0.76
40-4-345-1	40	4-345	tofwefw	t o fʷ e fʷ	0.0	True	0.116455696203
40-4-35-1	40	4-350	totkolo	t o t k o l o	0.0	False	0.146186440678
40-4-351-1	40	4-351	tolheche	t o lˠ e tʃ e	0.0	True	0.09375
40-4-352-1	40	4-352	totkolots’e	t o t k o l o ts ʔ e	0.0	False	0.0723684210526
40-4-36-1	40	4-360	top’ulhak	t o p ʔ u lˠ a k	0.0	True	0.0888888888889
40-4-37-1	40	4-370	topach’u	t o p a tʃ ʔ u	0.0	True	0.141416510319
40-4-371-1	40	4-371	tokasup’a	t o k a s u p ʔ a	0.0	False	0.112359550562
40-4-372-1	40	4-372	topokhe	t o p o kʰ e	0.0	False	0.0569105691057
40-4-374-1	40	4-374	ton’oyij	t o n ʔ o j i x	0.0	False	0.126959247649
40-4-38-1	40	4-380	topach’u fwefw	t o p a tʃ ʔ u # fʷ e fʷ	0.0	False	0.0851063829787
40-4-392-1	40	4-392	tolhefw	t o lˠ e fʷ	0.0	True	0.116379310345
40-4-393-1	40	4-393	afwenche w’ule	a fʷ e n tʃ e # w ʔ u l e	0.0	True	0.109739368999
40-4-4-1	40	4-400	tot’ukwe	t o t ʔ u kʷ e	0.0	False	0.172043010753
40-4-41-1	40	4-410	tot’ate	t o t ʔ a t e	0.0	True	0.053317535545
40-4-412-1	40	4-412	tot’ate lapes	t o t ʔ a t e # l a p e s	0.0	False	0.0622605363985
